id,provider,country,region,bbox,url
920,TuTicket,DE,Baden-Württemberg,"{'minimum_latitude': 0.0, 'maximum_latitude': 48.1768562054834, 'minimum_longitude': 0.0, 'maximum_longitude': 9.00780261384535, 'extracted_on': '2022-03-17T18:19:23+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-tuticket-gtfs-920.zip?alt=media
1085,Verkehrsverbund Pforzheim-Enzkreis (VPE),DE,Baden-Württemberg,"{'minimum_latitude': 0.0, 'maximum_latitude': 49.0498668856523, 'minimum_longitude': 0.0, 'maximum_longitude': 8.9302690216622, 'extracted_on': '2022-03-17T22:54:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-verkehrsverbund-pforzheim-enzkreis-vpe-gtfs-1085.zip?alt=media
1173,Verkehrsverbund Rhein-Neckar,DE,Baden-Württemberg,"{'minimum_latitude': 0.0, 'maximum_latitude': 50.0404441, 'minimum_longitude': 0.0, 'maximum_longitude': 10.1944321, 'extracted_on': '2023-01-17T20:23:58+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-verkehrsverbund-rhein-neckar-gtfs-1173.zip?alt=media
906,VOLZ,DE,Baden-Württemberg,"{'minimum_latitude': -8.28744518406192, 'maximum_latitude': 48.8382249569319, 'minimum_longitude': 0.0, 'maximum_longitude': 41.1683072567095, 'extracted_on': '2022-03-17T18:13:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-volz-gtfs-906.zip?alt=media
2393,NVBW - Nahverkehrsgesellschaft Baden-Württemberg mbH,DE,Baden-Wuttemberg,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2024-02-24T16:25:40+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wuttemberg-nvbw-gtfs-2393.json.zip?alt=media
2365,Münchner Verkehrs- und Tarifverbund GmbH (MVV),DE,Bavaria ,"{'minimum_latitude': 47.4243684, 'maximum_latitude': 48.6493231, 'minimum_longitude': 10.6970395, 'maximum_longitude': 12.639835, 'extracted_on': '2025-02-11T21:44:10+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bavaria-munchner-verkehrs--und-tarifverbund-gmbh-mvv-gtfs-2365.zip?alt=media
2333,Münchner Verkehrsgesellschaft (MVG),DE,Bavaria,"{'minimum_latitude': 48.04187397, 'maximum_latitude': 48.26468205, 'minimum_longitude': 11.33169934, 'maximum_longitude': 11.7220353, 'extracted_on': '2024-12-18T19:07:59+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bavaria-munchner-verkehrsgesellschaft-mvg-gtfs-2335.zip?alt=media
857,Augsburger Verkehrs- und Tarifverbund (AVV),DE,Bayern,"{'minimum_latitude': 48.1056968806715, 'maximum_latitude': 48.6600285985867, 'minimum_longitude': 10.3583517117749, 'maximum_longitude': 11.2876647586399, 'extracted_on': '2022-07-26T16:20:31+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-augsburger-verkehrs--und-tarifverbund-avv-gtfs-857.zip?alt=media
770,BBS Schapfl,DE,Bayern,"{'minimum_latitude': 0.0, 'maximum_latitude': 48.7636530586771, 'minimum_longitude': 0.0, 'maximum_longitude': 10.4537937774353, 'extracted_on': '2022-03-17T13:18:57+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-bbs-schapfl-gtfs-770.zip?alt=media
1152,Bürgerbus Leupoldsgrün (Landkreis Hof),DE,Bayern,"{'minimum_latitude': 50.267313, 'maximum_latitude': 50.330725, 'minimum_longitude': 11.74581, 'maximum_longitude': 11.850072, 'extracted_on': '2022-03-23T18:33:05+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-burgerbus-leupoldsgrun-landkreis-hof-gtfs-1152.zip?alt=media
780,Erfurter Verkehrsbetriebe AG,DE,Bayern,"{'minimum_latitude': 50.035311, 'maximum_latitude': 52.594718, 'minimum_longitude': 9.446892, 'maximum_longitude': 12.48745, 'extracted_on': '2022-03-17T13:24:39+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-erfurter-verkehrsbetriebe-ag-gtfs-780.zip?alt=media
768,Long-distance rail transport in Germany,DE,,"{'minimum_latitude': 44.50614, 'maximum_latitude': 56.150074, 'minimum_longitude': 2.35912, 'maximum_longitude': 22.776363, 'extracted_on': '2022-03-17T13:17:06+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-gesamtnetz-der-deutschen-bahn-gtfs-768.zip?alt=media
1252,HofBus,DE,Bayern,"{'minimum_latitude': 50.285254, 'maximum_latitude': 50.34338, 'minimum_longitude': 11.850416, 'maximum_longitude': 11.964562, 'extracted_on': '2022-03-24T00:15:42+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-hofbus-gtfs-1252.zip?alt=media
2252,Münchner Verkehrs- und Tarifverbund GmbH (MVV),DE,Bayern,"{'minimum_latitude': 47.40245394, 'maximum_latitude': 48.64932318, 'minimum_longitude': 10.50191653, 'maximum_longitude': 12.63983504, 'extracted_on': '2024-11-27T16:48:44+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-munchner-verkehrs--und-tarifverbund-gmbh-mvv-gtfs-2252.zip?alt=media
858,Ver­kehrs­ver­bund Groß­raum Nürn­berg (VGN),DE,Bayern,"{'minimum_latitude': 48.7448254171593, 'maximum_latitude': 50.2210317244878, 'minimum_longitude': 10.0643112196454, 'maximum_longitude': 12.1713187019939, 'extracted_on': '2022-03-17T15:25:22+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-verkehrsverbund-grossraum-nurnberg-vgn-gtfs-858.zip?alt=media
778,Verkehrsverbund Rhein-Sieg,DE,Bayern,"{'minimum_latitude': 49.961427, 'maximum_latitude': 51.274642, 'minimum_longitude': 6.230127, 'maximum_longitude': 8.394097, 'extracted_on': '2022-03-17T13:24:26+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-verkehrsverbund-rhein-sieg-gtfs-778.zip?alt=media
782,Verkehrsverbund Berlin-Brandenburg,DE,Berlin,"{'minimum_latitude': 50.839245, 'maximum_latitude': 54.322927, 'minimum_longitude': 10.669821, 'maximum_longitude': 17.037088, 'extracted_on': '2022-03-17T13:25:37+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-berlin-verkehrsverbund-berlin-brandenburg-gtfs-782.zip?alt=media
785,Verkehrsverbund Rhein-Ruhr,DE,Nordrhein-Westfalen,"{'minimum_latitude': 50.3493192, 'maximum_latitude': 52.2906704, 'minimum_longitude': 5.8534852, 'maximum_longitude': 9.4481208, 'extracted_on': '2022-03-17T13:29:27+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-germany-verkehrsverbund-rhein-ruhr-gtfs-785.zip?alt=media
1226,Hamburger Verkehrsverbund GmbH (HVV),DE,Hamburg,"{'minimum_latitude': 51.536818622395, 'maximum_latitude': 56.650332937513, 'minimum_longitude': 8.310921044198, 'maximum_longitude': 12.131073730255, 'extracted_on': '2022-03-23T23:14:20+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-hamburg-hamburger-verkehrsverbund-gmbh-hvv-gtfs-1226.zip?alt=media
1094,"Rurtalbahn GmbH, ABELLIO Rail, VIAS GmbH, Aachener Straßenbahn und Energieversorgungs-AG, Rurtalbus GmbH, WestVerkehr GmbH, Staatsbahnen, National Express, ASEAG Netliner",DE,Nordrhein-Westfalen,"{'minimum_latitude': 50.510054, 'maximum_latitude': 51.678547, 'minimum_longitude': 5.859465, 'maximum_longitude': 8.016278, 'extracted_on': '2022-03-17T23:47:07+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-nordrhein-westfalen-rurtalbahn-gmbh-gtfs-1094.zip?alt=media
1224,"Rurtalbahn GmbH, ABELLIO Rail, VIAS GmbH, Aachener Straßenbahn und Energieversorgungs-AG, Rurtalbus GmbH, WestVerkehr GmbH, Staatsbahnen, National Express, ASEAG Netliner",DE,Nordrhein-Westfalen,"{'minimum_latitude': 50.510054, 'maximum_latitude': 51.678547, 'minimum_longitude': 5.859465, 'maximum_longitude': 8.016278, 'extracted_on': '2022-03-23T23:12:36+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-nordrhein-westfalen-rurtalbahn-gmbh-gtfs-1224.zip?alt=media
781,Leipziger Verkehrsbetriebe (LVB),DE,Sachsen,"{'minimum_latitude': 50.822654, 'maximum_latitude': 51.669633, 'minimum_longitude': 11.411137, 'maximum_longitude': 13.226496, 'extracted_on': '2022-03-17T13:24:46+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-sachsen-leipziger-verkehrsbetriebe-lvb-gtfs-781.zip?alt=media
2360,Mitteldeutscher Verkehrsverbund GmbH (MDV),DE,Sachsen,"{'minimum_latitude': 50.822651, 'maximum_latitude': 51.993474, 'minimum_longitude': 11.411693, 'maximum_longitude': 13.516428, 'extracted_on': '2025-02-05T21:37:15+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-sachsen-mitteldeutscher-verkehrsverbund-gmbh-mdv-gtfs-2360.zip?alt=media
1172,Verkehrsverbund Mittelthüringen (VMT),DE,Thüringen,"{'minimum_latitude': 50.035311, 'maximum_latitude': 52.594718, 'minimum_longitude': 9.446892, 'maximum_longitude': 12.48745, 'extracted_on': '2022-03-23T18:42:19+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-thuringen-verkehrsverbund-mittelthuringen-vmt-gtfs-1172.zip?alt=media
1139,"DB, SBB, EC, ÖBB, NS, DSB, MAV, CD, PKP, RE, DPN, RZD, SWX, CFL",DE,,"{'minimum_latitude': 41.900492, 'maximum_latitude': 56.150076, 'minimum_longitude': 1.850178, 'maximum_longitude': 37.579809, 'extracted_on': '2022-03-23T18:31:19+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-db-gtfs-1139.zip?alt=media
1183,Filsland Verkehrsverbund,DE,,"{'minimum_latitude': 48.398673, 'maximum_latitude': 48.806872, 'minimum_longitude': 9.41129, 'maximum_longitude': 10.02201, 'extracted_on': '2022-03-23T18:45:50+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-filsland-verkehrsverbund-gtfs-1183.zip?alt=media
853,FlixBus,DE,,"{'minimum_latitude': 36.126004, 'maximum_latitude': 59.911605, 'minimum_longitude': -9.419533, 'maximum_longitude': 30.519832, 'extracted_on': '2022-07-26T16:28:19+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-flixbus-gtfs-853.zip?alt=media
1082,Hofmann Omnibusverkehr GmbH,DE,,"{'minimum_latitude': 0.0, 'maximum_latitude': 49.3883440782054, 'minimum_longitude': 0.0, 'maximum_longitude': 10.3267091141732, 'extracted_on': '2022-03-17T21:17:57+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-hofmann-omnibusverkehr-gmbh-gtfs-1082.zip?alt=media
1225,Karlsruher Verkehrsverbundes,DE,Baden-Württemberg,"{'minimum_latitude': 48.4444287068652, 'maximum_latitude': 49.3522641266005, 'minimum_longitude': 7.92748865301283, 'maximum_longitude': 9.52687613454039, 'extracted_on': '2022-03-23T23:13:10+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-karlsruher-verkehrsverbundes-gtfs-1225.zip?alt=media
2053,Swiss Federal Railways (SBB),CH,,"{'minimum_latitude': 46.85972, 'maximum_latitude': 47.4889041041225, 'minimum_longitude': 6.73123812159571, 'maximum_longitude': 9.54309970857384, 'extracted_on': '2024-07-25T17:07:32+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-postauto-ag-gtfs-2053.zip?alt=media
784,Rursee-Schifffahrt KG,DE,,"{'minimum_latitude': -89.999999, 'maximum_latitude': 69.57644, 'minimum_longitude': -170.198799, 'maximum_longitude': 179.999997, 'extracted_on': '2022-03-17T13:28:42+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-rursee-schifffahrt-kg-gtfs-784.zip?alt=media
774,Schweizer Reisen,DE,,"{'minimum_latitude': 0.0, 'maximum_latitude': 48.5981862388082, 'minimum_longitude': 0.0, 'maximum_longitude': 8.78219971336017, 'extracted_on': '2022-09-01T20:37:52+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-schweizer-reisen-gtfs-774.zip?alt=media
1081,"Ulmer Eisenbahnfreunde, Sächsisch-Oberlausitzer Eisenbahngesellschaft, SDG Sächsische Dampfeisenbahngesellschaft mbH, SNCF, vlexx, DB AG, SBB, Nordbahn Eisenbahngesellschaft, Norddeutsche Eisenbahn Gesellschaft, AKN Eisenbahn GmbH, Ostdeutsche Eisenbahn GmbH, NEB Niederbarnimer Eisenbahn, Hanseatische Eisenbahn GmbH, City-Bahn Chemnitz, vogtlandbahn - Die Länderbahn GmbH DLB, trilex - Die Länderbahn GmbH DLB, Mitteldeutsche Regiobahn, DB Regio AG Südost, Freiberger Eisenbahngesellschaft, Arriva Danmark, Abellio Rail NRW GmbH, TRI Train Rental GmbH, National Express, DB Regio AG NRW, eurobahn, Hessische Landesbahn, NordWestBahn, Centralbahn, VIAS Rail GmbH, Rurtalbahn, SNCB, DB RegioNetz Verkehrs GmbH Kurhessenbahn, cantus Verkehrsgesellschaft, metronom, Verkehrsgesellschaft Start Unterelbe mbH, erixx, WestfalenBahn, enno, EVB ELBE-WESER GmbH, Bentheimer Eisenbahn, Abellio Rail Mitteldeutschland GmbH, Dessau-Wörlitzer Eisenbahn, Harzer Schmalspurbahn, DB Regio AG Bayern, alex - Die Länderbahn GmbH DLB, DB Regio AG Bayern, DB RegioNetz Verkehrs GmbH Südostbayernbahn, Bayerische Regiobahn, DB Regio AG Bayern, Bayerische Regiobahn, DB RegioNetz Verkehrs GmbH Südostbayernbahn, Bayerische Regiobahn, Go-Ahead Bayern GmbH, agilis, agilis-Schnellzug, oberpfalz-express - Die Länderbahn GmbH DLB, oberpfalzbahn - Die Länderbahn GmbH DLB, waldbahn - Die Länderbahn GmbH DLB, Erfurter Bahn, Österreichische Bundesbahnen, Museumsbahn, Brohltalbahn, Kasbachtalbahn, Kandertalbahn, Wutachtalbahn, Öchsle-Bahn-Betriebsgesellschaft mbH, Rhön-Zügle, Mainschleifenbahn, Ilztalbahn, Wanderbahn im Regental, Chiemgauer Lokalbahn, BayernBahn GmbH, SÜWEX, CFL, MittelrheinBahn (Trans Regio), Rhenus Veniro, Daadetalbahn, Go-Ahead Baden-Württemberg GmbH, THURBO, DB Regio AG Baden-Württemberg, Hohenzollerische Landesbahn AG, SWEG Bahn Stuttgart GmbH (ehem. Abellio BW), Südwestdeutsche Verkehrs-GmbH, Schwäbische Alb-Bahn, Bodensee-Oberschwaben-Bahn, Erfurter Bahn Express, Süd-Thüringen-Bahn, Süd-Thüringen-Bahn Express, Pressnitztalbahn, Mecklenburgische Bäderbahn Molli, Ceske Drahy, GW Train Regio",DE,,"{'minimum_latitude': 0.0, 'maximum_latitude': 56.560964286994, 'minimum_longitude': 0.0, 'maximum_longitude': 17.0370883548688, 'extracted_on': '2022-03-17T21:16:53+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-ulmer-eisenbahnfreunde-gtfs-1081.zip?alt=media
1089,Regional Rail Transport Germany,DE,,"{'minimum_latitude': 43.30381, 'maximum_latitude': 56.560966, 'minimum_longitude': 2.35912, 'maximum_longitude': 19.085072, 'extracted_on': '2022-03-17T23:03:00+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-verkehrsverbund-stuttgart-gtfs-1089.zip?alt=media
1090,Public Transport Germany,DE,,"{'minimum_latitude': 39.08439, 'maximum_latitude': 69.57644, 'minimum_longitude': 0.335627, 'maximum_longitude': 67.73103, 'extracted_on': '2022-03-17T23:04:20+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-wurzburger-verkehrsverbund-gtfs-1090.zip?alt=media
1292,Rejseplanen,DK,,"{'minimum_latitude': 53.552502176324, 'maximum_latitude': 57.739058058049, 'minimum_longitude': 8.116742858755, 'maximum_longitude': 16.359651748769, 'extracted_on': '2022-03-24T00:25:18+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/dk-unknown-rejseplanen-gtfs-1292.zip?alt=media
1199,Société Nationale des Transports Ferroviaires (SNTF Algeria),DZ,,"{'minimum_latitude': 35.538055, 'maximum_latitude': 36.895996, 'minimum_longitude': -0.638956, 'maximum_longitude': 7.758861, 'extracted_on': '2022-03-23T18:52:58+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/dz-unknown-societe-nationale-des-transports-ferroviaires-sntf-algeria-gtfs-1199.zip?alt=media
1095,"ABuss OÜ, Aktsiaselts Hansa Bussiliinid, Aktsiaselts MK Autobuss, Alukvik OÜ, Arilix OÜ, AS Lux Express Estonia, Asunduse osaühing, ATG Bussiliinid OÜ, Atko Bussiliinid AS, ATKO Liinid OÜ, ATKO Transport OÜ, Ekspress-Auto L Osaühing, Ekspressbussiliinid osaühing, Elmar Purga FIE, ELRON, Estonian Lines OÜ, GoBus AS, HANSABUSS AS, Kalle Bussid OÜ, MEELIS HEEK, MK Reis-X OÜ, NAJA OÜ, Osaühing Bristol Takso, OSAÜHING FREMANTI, osaühing Tulisilm, OV Ida-Bus OÜ, OÜ Baltic Shuttle, PRESTO osaühing, Radix Transport OÜ, Rannu Rukkilill E.S.T. OÜ, Saaremaa vald, SEBE Aktsiaselts, Sirel Reisid OÜ, Taisto Express OÜ, Tallinna Linnatranspordi AS, TS Laevad OÜ, Tõnu Tours OÜ, Valgis osaühing",EE,,"{'minimum_latitude': 0.22061077, 'maximum_latitude': 69.89999971, 'minimum_longitude': 0.14836759, 'maximum_longitude': 60.55378507, 'extracted_on': '2022-03-17T23:54:38+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ee-unknown-abuss-ou-gtfs-1095.zip?alt=media
1825,"Agyad, Box Paratransit, Cooperative paratransit 29 Seater (Grey Licenseplates), Cairo Transport Authority, Minibus licensed by CTA, Green Bus, El Masreya, Paratransit 8 Seater Suzuki Chevrolet or DMF (Blue Licenseplates), Paratransit 14 Seater Microbus (Orange Licenseplates)",EG,Al Qahirah,"{'minimum_latitude': 29.744741, 'maximum_latitude': 30.295128, 'minimum_longitude': 30.877106, 'maximum_longitude': 31.755386, 'extracted_on': '2022-09-01T21:04:44+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/eg-al-qahirah-agyad-gtfs-1825.zip?alt=media
786,Cairo Metro,EG,Al Qahirah,"{'minimum_latitude': 29.84914634714805, 'maximum_latitude': 30.1635690948086, 'minimum_longitude': 31.200268062398266, 'maximum_longitude': 31.42137453928836, 'extracted_on': '2022-09-01T21:01:24+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/eg-al-qahirah-cairo-metro-gtfs-786.zip?alt=media
797,Tuvisa-EuskoTran,ES,Álava,"{'minimum_latitude': 42.826908111572266, 'maximum_latitude': 42.89276123046875, 'minimum_longitude': -2.748260021209717, 'maximum_longitude': -2.6160459518432617, 'extracted_on': '2022-03-17T13:40:39+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-alava-tuvisa-euskotran-gtfs-797.zip?alt=media
1039,TRAM Alicante,ES,Alicante,"{'minimum_latitude': 38.345085144, 'maximum_latitude': 38.8395347595, 'minimum_longitude': -0.5169450045, 'maximum_longitude': 0.1127090007, 'extracted_on': '2022-03-17T19:47:37+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-alicante-tram-alicante-gtfs-1039.zip?alt=media
2212,Empresa Malagueña de Transportes (EMT),ES,Andalucía,"{'minimum_latitude': 36.64636358663, 'maximum_latitude': 36.7800300544653, 'minimum_longitude': -4.5761065131992, 'maximum_longitude': -4.33577227570503, 'extracted_on': '2024-11-26T17:59:50+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-andalucia-empresa-malaguena-de-transportes-emt-gtfs-2212.zip?alt=media
1017,Metro de Málaga,ES,Andalucía,"{'minimum_latitude': 36.684725, 'maximum_latitude': 36.7195, 'minimum_longitude': -4.49433055555556, 'maximum_longitude': -4.43155, 'extracted_on': '2022-05-11T20:37:48+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-andalucia-metro-de-malaga-gtfs-1017.zip?alt=media
1913,Transporte Públicos de Andalucía,ES,Andalucía,"{'minimum_latitude': 36.911186, 'maximum_latitude': 37.60935228702601, 'minimum_longitude': -6.09206117390557, 'maximum_longitude': -5.803361599188607, 'extracted_on': '2023-06-02T17:01:31+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-andalucia-transporte-publicos-de-andalucia-gtfs-1913.zip?alt=media
892,"Autos Castellbisbal, Mohn, Oliveras, Rosanbus, Soler i Sauret, Tusgsal, Barcelona City Tour, Monbus, Avanza",ES,Barcelona,"{'minimum_latitude': 41.26251865, 'maximum_latitude': 41.51012222, 'minimum_longitude': 1.8466579, 'maximum_longitude': 2.28936032, 'extracted_on': '2022-03-17T18:11:45+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-autos-castellbisbal-gtfs-892.zip?alt=media
1003,TRAM,ES,Barcelona,"{'minimum_latitude': 41.356672, 'maximum_latitude': 41.392206, 'minimum_longitude': 2.053372, 'maximum_longitude': 2.143175, 'extracted_on': '2022-03-17T19:32:13+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-tram-gtfs-1003.zip?alt=media
1004,Trambesòs,ES,Barcelona,"{'minimum_latitude': 41.387614, 'maximum_latitude': 41.439967, 'minimum_longitude': 2.186892, 'maximum_longitude': 2.233219, 'extracted_on': '2022-03-17T19:32:16+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-trambesos-gtfs-1004.zip?alt=media
2359,Transports Metropolitans de Barcelona (TMB),ES,Barcelona,"{'minimum_latitude': 41.287565, 'maximum_latitude': 41.499727, 'minimum_longitude': 2.046171, 'maximum_longitude': 2.245194, 'extracted_on': '2025-02-05T21:37:06+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-transports-metropolitans-de-barcelona-tmb-gtfs-2359.zip?alt=media
1253,Bilbobus,ES,Bizkaia,"{'minimum_latitude': 43.226376863641, 'maximum_latitude': 43.28958706061865, 'minimum_longitude': -2.9749143846026342, 'maximum_longitude': -2.883005884056148, 'extracted_on': '2022-03-24T00:15:45+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-bilbobus-gtfs-1253.zip?alt=media
1135,Bizkaibus,ES,Bizkaia,"{'minimum_latitude': 42.9891535017202, 'maximum_latitude': 43.4318410207912, 'minimum_longitude': -3.43867522739185, 'maximum_longitude': -2.38826715430665, 'extracted_on': '2022-03-23T18:30:56+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-bizkaibus-gtfs-1135.zip?alt=media
1162,El Transbordador de Vizcaya,ES,Bizkaia,"{'minimum_latitude': 43.3228, 'maximum_latitude': 43.323612, 'minimum_longitude': -3.018, 'maximum_longitude': -3.016314, 'extracted_on': '2022-03-23T18:38:57+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-el-transbordador-de-vizcaya-gtfs-1162.zip?alt=media
1107,Funicular de Artxanda,ES,Bizkaia,"{'minimum_latitude': 43.268724884413, 'maximum_latitude': 43.27406768582, 'minimum_longitude': -2.9260016260155, 'maximum_longitude': -2.9201891660385, 'extracted_on': '2022-03-23T14:43:09+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-funicular-de-artxanda-gtfs-1107.zip?alt=media
1196,La Union,ES,Bizkaia,"{'minimum_latitude': 0.0, 'maximum_latitude': 43.359077, 'minimum_longitude': -3.073337, 'maximum_longitude': 0.0, 'extracted_on': '2022-03-23T18:52:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-la-union-gtfs-1196.zip?alt=media
1200,Metro Bilbao,ES,Bizkaia,"{'minimum_latitude': 43.23521, 'maximum_latitude': 43.40162, 'minimum_longitude': -3.03896, 'maximum_longitude': -2.88125, 'extracted_on': '2022-03-23T18:53:03+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-metro-bilbao-gtfs-1200.zip?alt=media
787,Transportes interurbanos de Tenerife (TITSA),ES,Canarias,"{'minimum_latitude': 28.0067, 'maximum_latitude': 28.5722, 'minimum_longitude': -16.9205, 'maximum_longitude': -16.1544, 'extracted_on': '2022-03-17T13:29:37+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-canarias-transportes-interurbanos-de-tenerife-titsa-gtfs-787.zip?alt=media
1856,Ferrocarrils de la Generalitat de Catalunya,ES,Catalunya,"{'minimum_latitude': 41.34856143, 'maximum_latitude': 42.397328515116, 'minimum_longitude': 0.633672, 'maximum_longitude': 2.1721241533237, 'extracted_on': '2023-01-17T19:50:51+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-catalunya-ferrocarrils-de-la-generalitat-de-catalunya-gtfs-1856.zip?alt=media
1191,dBus,ES,Gipuzkoa,"{'minimum_latitude': 43.2777689602104, 'maximum_latitude': 43.32593880362474, 'minimum_longitude': -2.0455710983006994, 'maximum_longitude': -1.9187707349818064, 'extracted_on': '2022-03-23T18:51:47+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-gipuzkoa-dbus-gtfs-1191.zip?alt=media
791,Autobuses Interurbanos Madrid (CRTM),ES,Madrid,"{'minimum_latitude': 39.6040077209473, 'maximum_latitude': 41.1010131835938, 'minimum_longitude': -4.58037137985229, 'maximum_longitude': -2.82549953460693, 'extracted_on': '2022-03-17T13:30:26+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-madrid-autobuses-interurbanos-madrid-crtm-gtfs-791.zip?alt=media
993,Cercanías Madrid,ES,Madrid,"{'minimum_latitude': 40.3322393619552, 'maximum_latitude': 40.5172566213243, 'minimum_longitude': -3.83657, 'maximum_longitude': -3.54249327469938, 'extracted_on': '2022-03-17T18:59:09+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-madrid-cercanias-madrid-gtfs-993.zip?alt=media
792,Consorcio Regional de Transportes de Madrid,ES,Madrid,"{'minimum_latitude': 40.22195, 'maximum_latitude': 40.50824, 'minimum_longitude': -3.90378, 'maximum_longitude': -3.65126, 'extracted_on': '2022-03-17T13:30:28+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-madrid-consorcio-regional-de-transportes-de-madrid-gtfs-792.zip?alt=media
793,Empresa Municipal de Transportes de Madrid (EMT Madrid),ES,Madrid,"{'minimum_latitude': 40.3322, 'maximum_latitude': 40.51721, 'minimum_longitude': -3.83657, 'maximum_longitude': -3.54249, 'extracted_on': '2022-03-17T13:30:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-madrid-empresa-municipal-de-transportes-de-madrid-emt-madrid-gtfs-793.zip?alt=media
